_id,Food_Item,Category,Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),Cholesterol (mg),Meal_Type,Water_Intake (ml)
6843fa227fe66773fab3447d,"Salmon","Meat",62,14.7,60,38.5,9.1,45.5,344,259,"Snack",924
6843fa227fe66773fab3447e,"Strawberry","Fruits",77,26.8,45.8,34,0.6,12.3,339,253,"Breakfast",177
6843fa227fe66773fab3447f,"Salmon","Meat",597,40.6,41,17.4,3.4,14.1,479,222,"Dinner",877
6843fa227fe66773fab34480,"Quinoa","Grains",490,6.3,6.4,5.9,1.1,7.3,386,154,"Snack",566
6843fa227fe66773fab34481,"Milk","Dairy",555,18.5,30.8,14,1.6,3.9,378,130,"Lunch",830
6843fa227fe66773fab34482,"Pasta","Grains",102,26,75.1,47.8,6.3,27.6,805,122,"Lunch",505
6843fa227fe66773fab34483,"Banana","Fruits",465,26.2,39.6,36.9,9.4,22.3,73,106,"Lunch",323
6843fa227fe66773fab34484,"Tomato","Vegetables",283,3.1,32.4,3.7,6.2,26.9,515,17,"Snack",899
6843fa227fe66773fab34485,"Paneer","Dairy",231,19.9,30.1,37.4,9.2,13.4,369,79,"Dinner",813
6843fa227fe66773fab34486,"Paneer","Dairy",530,23.9,67.3,28.6,4.9,34.8,219,266,"Lunch",822
6843fa227fe66773fab34487,"Chocolate","Snacks",594,38.1,67.2,45.3,10,39.4,6,114,"Lunch",415
6843fa227fe66773fab34488,"Nuts","Snacks",518,18.7,60,48.5,7.9,25.2,759,43,"Snack",864
6843fa227fe66773fab34489,"Salmon","Meat",166,29.5,94.7,46.3,7.7,4.4,600,231,"Snack",867
6843fa227fe66773fab3448a,"Milkshake","Beverages",76,27.7,84.5,2.5,0.3,18.2,514,74,"Snack",399
6843fa227fe66773fab3448b,"Chips","Snacks",163,26.1,67.8,21.7,2.9,37.7,759,70,"Dinner",331
6843fa227fe66773fab3448c,"Beef Steak","Meat",262,32.3,12.8,31.1,7.2,1.3,778,128,"Breakfast",295
6843fa227fe66773fab3448d,"Coffee","Beverages",513,35.1,79.9,49.6,3.3,46.9,690,282,"Breakfast",517
6843fa227fe66773fab3448e,"Grapes","Fruits",211,39.3,98.9,17.2,9.3,22.6,614,164,"Snack",106
6843fa227fe66773fab3448f,"Pasta","Grains",551,33.5,24.7,31.4,7.8,49,558,165,"Lunch",309
6843fa227fe66773fab34490,"Milk","Dairy",89,49.7,17.4,12.7,8.9,39.1,789,268,"Lunch",728
6843fa227fe66773fab34491,"Water","Beverages",270,35.7,30.5,48.9,9.3,33.9,246,110,"Lunch",228
6843fa227fe66773fab34492,"Spinach","Vegetables",543,5,81.3,21.7,7.4,43.5,579,80,"Snack",188
6843fa227fe66773fab34493,"Broccoli","Vegetables",456,17.1,13.9,47.8,1.3,32.1,283,163,"Lunch",729
6843fa227fe66773fab34494,"Spinach","Vegetables",158,8.9,60.1,38,8.2,13.1,502,144,"Breakfast",915
6843fa227fe66773fab34495,"Milk","Dairy",500,30.9,15.3,37.7,8,15.7,512,107,"Breakfast",866
6843fa227fe66773fab34496,"Chocolate","Snacks",183,18.8,34.4,26.3,4.5,5.3,106,51,"Breakfast",329
6843fa227fe66773fab34497,"Chocolate","Snacks",378,5,58.7,12.5,5.8,38,917,85,"Dinner",154
6843fa227fe66773fab34498,"Cheese","Dairy",563,6.9,75.5,6.6,5.2,39,50,22,"Snack",692
6843fa227fe66773fab34499,"Chips","Snacks",206,14.9,54.1,28.7,6.1,33.7,130,19,"Breakfast",746
6843fa227fe66773fab3449a,"Chocolate","Snacks",517,9,62.5,4,1.6,37.4,386,246,"Dinner",560
6843fa227fe66773fab3449b,"Oats","Grains",54,29.1,6.1,22.2,9.7,3.4,648,220,"Lunch",574
6843fa227fe66773fab3449c,"Green Tea","Beverages",273,2.7,70.7,48.7,5.1,5.4,129,153,"Snack",999
6843fa227fe66773fab3449d,"Eggs","Meat",175,34.5,94.7,26.6,1.3,39.1,146,223,"Lunch",990
6843fa227fe66773fab3449e,"Chocolate","Snacks",79,19.7,70.8,25.9,9.4,22.4,471,295,"Lunch",328
6843fa227fe66773fab3449f,"Grapes","Fruits",435,29.7,82.8,35.6,3.2,23.5,699,194,"Snack",170
6843fa227fe66773fab344a0,"Chocolate","Snacks",348,11.1,18,19.5,9.6,9.5,945,105,"Dinner",726
6843fa227fe66773fab344a1,"Potato","Vegetables",501,28.7,36.5,1.8,2.6,24.5,381,159,"Snack",935
6843fa227fe66773fab344a2,"Chicken Breast","Meat",217,21.6,9.2,42.3,8.8,6.7,970,260,"Dinner",547
6843fa227fe66773fab344a3,"Milkshake","Beverages",521,33.8,24.3,19.1,8.9,33,306,276,"Dinner",289
6843fa227fe66773fab344a4,"Rice","Grains",562,16.5,79.1,2.7,8.9,35.8,232,11,"Snack",870
6843fa227fe66773fab344a5,"Apple","Fruits",112,39.7,30.7,46.5,9.7,32,236,161,"Snack",613
6843fa227fe66773fab344a6,"Chips","Snacks",157,44.9,65.8,6.9,8,31.2,34,95,"Snack",738
6843fa227fe66773fab344a7,"Chicken Breast","Meat",516,35.7,26.9,29.4,0.2,26.2,15,34,"Snack",595
6843fa227fe66773fab344a8,"Butter","Dairy",273,4.9,50.2,36.4,5.6,38.5,638,45,"Dinner",881
6843fa227fe66773fab344a9,"Beef Steak","Meat",447,33.1,55.2,1.3,3.3,37.9,10,187,"Lunch",491
6843fa227fe66773fab344aa,"Popcorn","Snacks",93,12,19.5,44.1,1.5,22.2,142,11,"Dinner",522
6843fa227fe66773fab344ab,"Potato","Vegetables",84,12.7,6,43.1,4.8,3.4,880,86,"Snack",778
6843fa227fe66773fab344ac,"Quinoa","Grains",197,15.2,63.6,34.9,5.6,46.4,455,229,"Snack",699
6843fa227fe66773fab344ad,"Orange Juice","Beverages",160,9.6,77.5,5.3,0.4,3.6,274,53,"Breakfast",513
6843fa227fe66773fab344ae,"Eggs","Meat",290,28.8,16.1,3.1,7.8,37.5,483,213,"Dinner",855
6843fa227fe66773fab344af,"Carrot","Vegetables",576,4.9,93.3,23,9.4,38.9,967,112,"Breakfast",240
6843fa227fe66773fab344b0,"Carrot","Vegetables",269,28.2,84.8,6.3,4.6,45.5,172,104,"Snack",337
6843fa227fe66773fab344b1,"Yogurt","Dairy",221,33.9,96.6,43.5,3.4,1.4,956,132,"Breakfast",150
6843fa227fe66773fab344b2,"Water","Beverages",440,16.8,52.4,11.4,9.7,11.4,538,53,"Snack",695
6843fa227fe66773fab344b3,"Salmon","Meat",511,34.5,17.7,32.3,6.8,7,861,50,"Snack",219
6843fa227fe66773fab344b4,"Green Tea","Beverages",300,20.5,83.7,41.8,7.2,15.9,786,91,"Breakfast",699
6843fa227fe66773fab344b5,"Yogurt","Dairy",241,7.3,9.6,5.4,2.4,14.9,128,39,"Lunch",761
6843fa227fe66773fab344b6,"Grapes","Fruits",78,39.7,64.1,25.8,7.8,33.1,603,237,"Breakfast",904
6843fa227fe66773fab344b7,"Water","Beverages",486,13,77.3,20,8.9,25,680,197,"Lunch",610
6843fa227fe66773fab344b8,"Grapes","Fruits",535,11.1,82.3,7.8,2,12.4,27,120,"Breakfast",154
6843fa227fe66773fab344b9,"Yogurt","Dairy",354,12.8,92,12.8,5.4,3.2,663,173,"Snack",921
6843fa227fe66773fab344ba,"Chicken Breast","Meat",330,16.1,71.9,30.4,6.1,39,98,126,"Snack",400
6843fa227fe66773fab344bb,"Salmon","Meat",562,18,52.1,23.4,9.4,27.2,91,85,"Snack",126
6843fa227fe66773fab344bc,"Orange Juice","Beverages",220,10.5,45,19.7,9.2,8.2,734,250,"Snack",310
6843fa227fe66773fab344bd,"Water","Beverages",440,40.1,96.6,30.8,5.2,18.4,270,97,"Lunch",813
6843fa227fe66773fab344be,"Potato","Vegetables",361,33.5,99.4,48.6,3.4,49.7,201,115,"Lunch",756
6843fa227fe66773fab344bf,"Tomato","Vegetables",69,32.9,52.3,9.7,7.3,11.2,681,46,"Dinner",256
6843fa227fe66773fab344c0,"Potato","Vegetables",214,26.4,27.5,40.1,1,19.7,346,268,"Snack",752
6843fa227fe66773fab344c1,"Broccoli","Vegetables",59,12.1,78.1,22.3,8.7,49.4,86,175,"Lunch",648
6843fa227fe66773fab344c2,"Quinoa","Grains",189,37.7,31.7,22,8.4,20.7,502,30,"Lunch",628
6843fa227fe66773fab344c3,"Potato","Vegetables",176,3.3,63.3,35.4,2.8,17.4,171,192,"Breakfast",176
6843fa227fe66773fab344c4,"Green Tea","Beverages",508,32.8,91.9,28.6,4.4,35.8,876,247,"Dinner",832
6843fa227fe66773fab344c5,"Cookies","Snacks",90,8.4,79.2,23.6,7.2,3,559,212,"Lunch",511
6843fa227fe66773fab344c6,"Cheese","Dairy",140,20.6,71.8,3.6,9.4,15.9,495,289,"Snack",649
6843fa227fe66773fab344c7,"Broccoli","Vegetables",448,11.8,25.6,15.7,0.6,43.2,877,97,"Snack",619
6843fa227fe66773fab344c8,"Bread","Grains",584,13.5,8.2,30.3,3.9,43.4,709,237,"Lunch",930
6843fa227fe66773fab344c9,"Yogurt","Dairy",188,2.7,9.5,16.1,5.7,16,590,237,"Dinner",197
6843fa227fe66773fab344ca,"Orange","Fruits",326,5.9,62.7,25.6,8.4,43.9,607,203,"Snack",307
6843fa227fe66773fab344cb,"Yogurt","Dairy",215,3.2,39.4,22.6,3.8,16.5,480,42,"Snack",643
6843fa227fe66773fab344cc,"Orange","Fruits",175,26.9,93,29.9,3,28.6,653,60,"Breakfast",765
6843fa227fe66773fab344cd,"Beef Steak","Meat",143,38.1,88.8,28.5,3.5,40.3,606,83,"Snack",767
6843fa227fe66773fab344ce,"Paneer","Dairy",181,40.2,10.2,32.8,3.7,10.5,133,174,"Dinner",409
6843fa227fe66773fab344cf,"Paneer","Dairy",235,36.6,49.7,31,7.9,33.4,837,167,"Dinner",492
6843fa227fe66773fab344d0,"Quinoa","Grains",413,23.7,87.7,7.1,3,35.9,70,221,"Snack",189
6843fa227fe66773fab344d1,"Chicken Breast","Meat",218,40.3,92.4,6,8,41.2,494,187,"Breakfast",212
6843fa227fe66773fab344d2,"Orange","Fruits",522,20.3,74.1,4.1,2.8,13.4,997,159,"Dinner",471
6843fa227fe66773fab344d3,"Apple","Fruits",394,22.5,17.7,6.5,5.4,41.1,779,233,"Snack",896
6843fa227fe66773fab344d4,"Carrot","Vegetables",476,11.4,8.3,8,4.1,8.2,462,69,"Dinner",797
6843fa227fe66773fab344d5,"Coffee","Beverages",385,32.9,75.1,28.7,5.5,47.1,445,296,"Snack",645
6843fa227fe66773fab344d6,"Popcorn","Snacks",397,4.8,40.9,37.2,4.5,44.8,319,135,"Dinner",806
6843fa227fe66773fab344d7,"Oats","Grains",480,17.9,34.4,44.5,8.6,3.3,777,242,"Dinner",811
6843fa227fe66773fab344d8,"Bread","Grains",289,25.9,9.9,46.3,0.1,38.3,896,113,"Lunch",771
6843fa227fe66773fab344d9,"Pasta","Grains",141,19.3,70,45.8,1.8,6.2,985,187,"Breakfast",868
6843fa227fe66773fab344da,"Yogurt","Dairy",566,11,16.1,17.3,8.8,41.2,216,77,"Snack",207
6843fa227fe66773fab344db,"Pork Chop","Meat",436,14.3,42.9,32.8,7.5,8.7,250,201,"Dinner",259
6843fa227fe66773fab344dc,"Coffee","Beverages",131,11.1,5.3,49.6,0.6,15.9,132,241,"Dinner",528
6843fa227fe66773fab344dd,"Bread","Grains",92,9.5,45.3,30.7,3.1,41,919,222,"Snack",854
6843fa227fe66773fab344de,"Spinach","Vegetables",228,20.9,64.2,24.7,6.2,35,112,269,"Snack",274
6843fa227fe66773fab344df,"Butter","Dairy",498,1.7,26.3,47.3,6.3,41.2,232,186,"Lunch",548
6843fa227fe66773fab344e0,"Chocolate","Snacks",198,21.4,71.5,28.7,2.3,18.5,87,198,"Snack",900
6843fa227fe66773fab344e1,"Salmon","Meat",77,28.1,21.7,20.2,8.5,17.8,647,241,"Breakfast",574
6843fa227fe66773fab344e2,"Milk","Dairy",157,11.8,48.4,8.1,0.2,19.3,710,195,"Breakfast",823
6843fa227fe66773fab344e3,"Paneer","Dairy",363,36.6,79.3,3.1,8.2,47.8,86,123,"Lunch",249
6843fa227fe66773fab344e4,"Strawberry","Fruits",453,12.4,71,28,3.3,1.2,413,99,"Lunch",444
6843fa227fe66773fab344e5,"Oats","Grains",245,15.2,89,18.8,5.3,25.8,427,135,"Lunch",643
6843fa227fe66773fab344e6,"Bread","Grains",435,24,7.1,33.4,4.6,28.4,220,191,"Snack",415
6843fa227fe66773fab344e7,"Oats","Grains",56,17.6,47.3,1.9,3.7,37.6,905,285,"Lunch",864
6843fa227fe66773fab344e8,"Pork Chop","Meat",494,10.1,5.9,31.3,5.3,21.4,192,55,"Dinner",717
6843fa227fe66773fab344e9,"Milkshake","Beverages",565,25.1,93.9,5.9,9.8,45.8,751,43,"Snack",283
6843fa227fe66773fab344ea,"Milkshake","Beverages",310,10.9,35.5,10.9,9,44.5,757,287,"Lunch",484
6843fa227fe66773fab344eb,"Oats","Grains",220,6.3,11.9,31.7,8,30.4,416,272,"Breakfast",602
6843fa227fe66773fab344ec,"Chocolate","Snacks",105,13.2,79.1,19.4,4,44.5,398,90,"Breakfast",624
6843fa227fe66773fab344ed,"Chicken Breast","Meat",413,10.2,92.3,10.4,6.3,26.1,388,159,"Breakfast",522
6843fa227fe66773fab344ee,"Butter","Dairy",253,21.7,5.1,22.4,0.3,23.9,154,231,"Snack",838
6843fa227fe66773fab344ef,"Strawberry","Fruits",578,48.5,79.9,39.8,0.9,9.3,947,188,"Lunch",333
6843fa227fe66773fab344f0,"Salmon","Meat",123,42,66,19.7,2.4,45.7,985,284,"Breakfast",667
6843fa227fe66773fab344f1,"Potato","Vegetables",593,29.9,70,48.3,6.2,20.1,561,200,"Lunch",284
6843fa227fe66773fab344f2,"Nuts","Snacks",160,1.4,26.5,40.2,8.6,41.5,1000,36,"Breakfast",540
6843fa227fe66773fab344f3,"Bread","Grains",82,27.6,22.1,32.4,6.6,25.7,434,166,"Snack",456
6843fa227fe66773fab344f4,"Tomato","Vegetables",469,19,15.5,43.7,5.2,38.7,962,285,"Lunch",743
6843fa227fe66773fab344f5,"Pork Chop","Meat",293,17.9,26.1,24.4,3.5,46.4,61,34,"Dinner",603
6843fa227fe66773fab344f6,"Chips","Snacks",252,2.8,93.1,26.2,4.8,12.4,963,33,"Snack",271
6843fa227fe66773fab344f7,"Bread","Grains",69,47.9,50.4,5.9,8.7,22.1,861,139,"Snack",761
6843fa227fe66773fab344f8,"Popcorn","Snacks",239,3.5,59,33.5,9.6,24.5,631,52,"Lunch",810
6843fa227fe66773fab344f9,"Tomato","Vegetables",420,31.5,55.8,16.2,3.2,20.5,409,151,"Lunch",954
6843fa227fe66773fab344fa,"Carrot","Vegetables",594,44.6,45,28.5,0.4,20.7,982,4,"Breakfast",119
6843fa227fe66773fab344fb,"Pork Chop","Meat",535,27.5,26.1,31.5,1.4,28.1,443,28,"Dinner",503
6843fa227fe66773fab344fc,"Orange Juice","Beverages",477,43,33,15.1,0.9,5.8,424,106,"Dinner",789
6843fa227fe66773fab344fd,"Milkshake","Beverages",100,1.6,32.2,18.7,0.4,12.3,128,241,"Breakfast",347
6843fa227fe66773fab344fe,"Chicken Breast","Meat",340,27.3,86,42.7,5.4,29.3,634,73,"Snack",465
6843fa227fe66773fab344ff,"Pork Chop","Meat",444,47.7,81.1,39.2,2.4,37.5,824,79,"Breakfast",904
6843fa227fe66773fab34500,"Salmon","Meat",256,45.1,60.3,7.9,6,31.9,143,271,"Breakfast",579
6843fa227fe66773fab34501,"Chocolate","Snacks",482,1.6,59.1,46,1.7,2.7,834,275,"Dinner",284
6843fa227fe66773fab34502,"Broccoli","Vegetables",214,32.5,19.1,4.4,3.7,43.5,600,128,"Snack",432
6843fa227fe66773fab34503,"Popcorn","Snacks",307,28.1,66.9,10.4,1.5,17.2,367,292,"Lunch",572
6843fa227fe66773fab34504,"Butter","Dairy",347,5.6,55.1,25.1,0.7,0.2,491,9,"Breakfast",984
6843fa227fe66773fab34505,"Milkshake","Beverages",261,36.5,99.5,37.4,2.6,18.2,376,84,"Lunch",463
6843fa227fe66773fab34506,"Rice","Grains",259,21.7,5.4,48.5,6.9,0.8,509,183,"Snack",584
6843fa227fe66773fab34507,"Nuts","Snacks",518,35.3,25.2,29.2,5.7,49.1,753,248,"Snack",200
6843fa227fe66773fab34508,"Coffee","Beverages",200,38.6,10.6,7.9,2.3,48.7,190,155,"Lunch",592
6843fa227fe66773fab34509,"Water","Beverages",89,45.1,25,29.4,6.2,37.3,145,59,"Snack",965
6843fa227fe66773fab3450a,"Strawberry","Fruits",516,2.3,83.1,35.3,2.8,26.3,287,280,"Lunch",285
6843fa227fe66773fab3450b,"Green Tea","Beverages",406,24.7,52.9,46,2.7,42.4,381,218,"Snack",341
6843fa227fe66773fab3450c,"Broccoli","Vegetables",316,28.4,80.4,45.7,9.2,5.8,850,159,"Snack",943
6843fa227fe66773fab3450d,"Nuts","Snacks",297,6,94.5,45.7,5.2,30.6,200,21,"Lunch",842
6843fa227fe66773fab3450e,"Cookies","Snacks",301,3.9,88.7,29.2,6.2,2.9,317,241,"Dinner",988
6843fa227fe66773fab3450f,"Spinach","Vegetables",445,46.1,16.2,45,4.1,28,981,95,"Breakfast",484
6843fa227fe66773fab34510,"Paneer","Dairy",322,47.5,89.3,9.9,6.8,14.9,170,197,"Dinner",196
6843fa227fe66773fab34511,"Oats","Grains",343,48.8,85.2,18.3,2.9,49.9,908,279,"Dinner",889
6843fa227fe66773fab34512,"Butter","Dairy",367,9.8,34.3,49.3,1.6,31.8,554,7,"Dinner",655
6843fa227fe66773fab34513,"Butter","Dairy",516,31.4,93.1,19.4,3,6.1,864,234,"Breakfast",736
6843fa227fe66773fab34514,"Milkshake","Beverages",368,32.9,79.5,32.8,8.2,21.6,824,2,"Lunch",995
6843fa227fe66773fab34515,"Carrot","Vegetables",581,42.1,41.6,42.4,10,41.4,503,177,"Breakfast",206
6843fa227fe66773fab34516,"Orange","Fruits",590,38.2,67.4,28.9,9.4,39.8,944,68,"Snack",658
6843fa227fe66773fab34517,"Orange","Fruits",331,40.9,56.6,35.5,6.9,14.3,107,300,"Dinner",777
6843fa227fe66773fab34518,"Carrot","Vegetables",147,33.7,26.6,9.9,6.1,41.5,196,285,"Snack",264
6843fa227fe66773fab34519,"Carrot","Vegetables",361,48.1,29.3,6.4,2.4,10,755,291,"Dinner",975
6843fa227fe66773fab3451a,"Butter","Dairy",256,7.1,25.6,3,4.6,25,620,240,"Snack",413
6843fa227fe66773fab3451b,"Potato","Vegetables",147,2.5,84.3,23.3,6,42.8,197,37,"Breakfast",985
6843fa227fe66773fab3451c,"Cheese","Dairy",523,20.8,77.6,2.7,6.3,33.3,490,254,"Dinner",252
6843fa227fe66773fab3451d,"Milk","Dairy",416,24.6,18.8,12.1,3.6,34.4,525,204,"Breakfast",362
6843fa227fe66773fab3451e,"Grapes","Fruits",210,25.5,79.8,33.5,9.4,40.8,608,199,"Snack",543
6843fa227fe66773fab3451f,"Tomato","Vegetables",210,9.6,21.9,17.9,2.1,34.3,521,229,"Breakfast",567
6843fa227fe66773fab34520,"Popcorn","Snacks",453,6.4,80.5,22.7,0.1,44,6,66,"Breakfast",924
6843fa227fe66773fab34521,"Orange Juice","Beverages",399,26.4,51.5,40.6,6,48.9,10,264,"Breakfast",247
6843fa227fe66773fab34522,"Popcorn","Snacks",195,34.4,11,4.5,1.8,38.1,230,70,"Dinner",347
6843fa227fe66773fab34523,"Beef Steak","Meat",406,44.4,98,33.4,2.9,31.2,250,218,"Dinner",686
6843fa227fe66773fab34524,"Broccoli","Vegetables",129,46.8,57.3,49.1,0.6,22.2,600,195,"Snack",876
6843fa227fe66773fab34525,"Spinach","Vegetables",144,21.8,37.5,23.3,3.1,36.9,333,222,"Dinner",307
6843fa227fe66773fab34526,"Milkshake","Beverages",100,33.3,47,10.4,7.6,35.8,524,204,"Snack",553
6843fa227fe66773fab34527,"Strawberry","Fruits",286,14,92.1,5.7,2.6,21,245,132,"Breakfast",260
6843fa227fe66773fab34528,"Apple","Fruits",68,45.5,52.4,48.4,9,21.8,719,23,"Lunch",726
6843fa227fe66773fab34529,"Eggs","Meat",525,13.9,86.9,30.2,0.3,46,260,202,"Lunch",562
6843fa227fe66773fab3452a,"Spinach","Vegetables",379,4.3,85.1,13.2,5.3,12.8,988,207,"Snack",142
6843fa227fe66773fab3452b,"Yogurt","Dairy",573,33.1,34.3,40.1,5.2,17.1,763,88,"Lunch",939
6843fa227fe66773fab3452c,"Coffee","Beverages",440,8.5,99.2,14.9,3.7,23.8,49,278,"Dinner",292
6843fa227fe66773fab3452d,"Pork Chop","Meat",130,11.1,76.2,2.9,4.6,3.1,933,233,"Breakfast",628
6843fa227fe66773fab3452e,"Chicken Breast","Meat",239,46.2,28.7,36.4,5.8,46.5,878,84,"Breakfast",546
6843fa227fe66773fab3452f,"Nuts","Snacks",319,46.7,14.5,49.5,8.2,41.6,546,81,"Snack",169
6843fa227fe66773fab34530,"Paneer","Dairy",514,44.1,23.5,29,2.2,20.4,320,61,"Snack",921
6843fa227fe66773fab34531,"Yogurt","Dairy",454,45.1,83,44.9,7.1,38.1,799,284,"Lunch",685
6843fa227fe66773fab34532,"Banana","Fruits",566,15.7,38.5,23.3,5.3,44.8,423,36,"Dinner",287
6843fa227fe66773fab34533,"Chicken Breast","Meat",395,2.1,16.6,42.8,6.5,37.1,789,288,"Lunch",427
6843fa227fe66773fab34534,"Carrot","Vegetables",529,23.7,89.6,2.3,0.6,33.7,299,50,"Dinner",895
6843fa227fe66773fab34535,"Cookies","Snacks",501,1,67.6,45.2,7.4,20.8,982,113,"Breakfast",323
6843fa227fe66773fab34536,"Milk","Dairy",191,23.9,13.4,23.9,5.4,3,153,197,"Lunch",189
6843fa227fe66773fab34537,"Banana","Fruits",508,25.4,42,33.5,3.8,47.1,840,191,"Dinner",959
6843fa227fe66773fab34538,"Milk","Dairy",341,16.4,99.1,8.4,4.3,6.1,439,151,"Breakfast",411
6843fa227fe66773fab34539,"Milkshake","Beverages",471,31.3,71.2,4.5,0.8,5.3,583,215,"Lunch",715
6843fa227fe66773fab3453a,"Spinach","Vegetables",362,33.3,68.9,25.3,7.6,17.8,389,38,"Lunch",703
6843fa227fe66773fab3453b,"Carrot","Vegetables",443,32.9,5.4,10.5,5.4,32.3,623,224,"Dinner",592
6843fa227fe66773fab3453c,"Pasta","Grains",408,36.2,62.5,38.8,6.4,19.1,507,231,"Dinner",872
6843fa227fe66773fab3453d,"Cheese","Dairy",366,46.8,83.6,3.7,7.6,35.3,165,240,"Dinner",869
6843fa227fe66773fab3453e,"Strawberry","Fruits",435,38.3,6.9,4.8,3.2,48.4,600,50,"Dinner",847
6843fa227fe66773fab3453f,"Cheese","Dairy",276,30.4,63.1,4.2,3.1,25.2,867,219,"Lunch",116
6843fa227fe66773fab34540,"Orange","Fruits",68,38.4,93.6,43.4,4.7,35.7,839,57,"Dinner",453
6843fa227fe66773fab34541,"Banana","Fruits",104,28.3,98,10,5.4,42,505,101,"Dinner",671
6843fa227fe66773fab34542,"Green Tea","Beverages",118,5.9,66.8,49,3.8,27.6,53,63,"Snack",842
6843fa227fe66773fab34543,"Yogurt","Dairy",262,30.9,86.6,38.8,2.1,34.6,199,108,"Snack",956
6843fa227fe66773fab34544,"Butter","Dairy",541,14.1,57.8,47.6,7.6,3.8,680,254,"Snack",649
6843fa227fe66773fab34545,"Chips","Snacks",304,31,79.8,41.8,7.9,44.2,237,235,"Dinner",364
6843fa227fe66773fab34546,"Eggs","Meat",434,22.2,32.2,46.4,3.2,7.9,631,281,"Dinner",156
6843fa227fe66773fab34547,"Apple","Fruits",60,31.2,60.6,47.1,8.3,45.5,385,204,"Dinner",186
6843fa227fe66773fab34548,"Paneer","Dairy",554,22.9,69.2,42.9,4.8,13.5,875,287,"Dinner",678
6843fa227fe66773fab34549,"Pork Chop","Meat",452,18.8,63.1,47.7,6.3,26.5,6,153,"Snack",763
6843fa227fe66773fab3454a,"Bread","Grains",111,25.9,99.3,12.9,2.5,10.6,193,231,"Breakfast",273
6843fa227fe66773fab3454b,"Pork Chop","Meat",131,16.5,9.8,26.2,7.1,10.1,369,195,"Lunch",569
6843fa227fe66773fab3454c,"Cheese","Dairy",362,31,72.4,15.6,4.2,36.2,715,23,"Breakfast",683
6843fa227fe66773fab3454d,"Yogurt","Dairy",103,31.6,6.7,45.7,6.5,2.8,101,158,"Breakfast",453
6843fa227fe66773fab3454e,"Banana","Fruits",125,19.7,76.6,27.9,5.7,43.2,165,278,"Breakfast",725
6843fa227fe66773fab3454f,"Potato","Vegetables",598,18.7,16.7,37.7,6,26.4,856,191,"Dinner",418
6843fa227fe66773fab34550,"Spinach","Vegetables",175,5.6,92.9,16.5,5.6,43.2,665,11,"Breakfast",759
6843fa227fe66773fab34551,"Broccoli","Vegetables",290,15,87.5,21.1,1,23.4,803,70,"Dinner",766
6843fa227fe66773fab34552,"Chocolate","Snacks",596,22.3,67.5,31.4,4.9,23.2,532,251,"Breakfast",886
6843fa227fe66773fab34553,"Bread","Grains",332,10.3,83.1,48.5,1.8,11.2,833,295,"Breakfast",326
6843fa227fe66773fab34554,"Carrot","Vegetables",265,42.8,67.8,24.1,1,24,31,113,"Dinner",517
6843fa227fe66773fab34555,"Cheese","Dairy",175,23,64.2,32,3.6,29.1,618,84,"Dinner",595
6843fa227fe66773fab34556,"Eggs","Meat",383,35.7,93.4,10.5,8.2,9.7,189,221,"Dinner",397
6843fa227fe66773fab34557,"Broccoli","Vegetables",229,23.7,6.1,49.2,5.3,49.2,327,108,"Breakfast",833
6843fa227fe66773fab34558,"Carrot","Vegetables",296,34.2,7.7,36.2,6.3,11.6,636,14,"Dinner",212
6843fa227fe66773fab34559,"Chips","Snacks",177,27.3,75.7,2.5,7.2,35.4,310,230,"Dinner",797
6843fa227fe66773fab3455a,"Strawberry","Fruits",536,27.8,50.7,20.9,2,26.1,719,34,"Breakfast",286
6843fa227fe66773fab3455b,"Chicken Breast","Meat",384,27,42.2,20.2,7.4,1.7,325,29,"Dinner",837
6843fa227fe66773fab3455c,"Salmon","Meat",322,5.5,82.2,1.9,2.9,41.7,482,182,"Snack",441
6843fa227fe66773fab3455d,"Orange","Fruits",209,31.8,33.7,47.9,3.7,20,856,208,"Dinner",174
6843fa227fe66773fab3455e,"Chicken Breast","Meat",593,38.9,73.3,18.7,8.5,26,767,143,"Snack",708
6843fa227fe66773fab3455f,"Orange Juice","Beverages",303,10.8,46.9,9,6.4,27.7,53,125,"Snack",915
6843fa227fe66773fab34560,"Beef Steak","Meat",115,21.8,60,47.8,5.8,45,867,100,"Dinner",597
6843fa227fe66773fab34561,"Paneer","Dairy",554,21.6,80,40.8,0.9,45.9,454,146,"Snack",880
6843fa227fe66773fab34562,"Chips","Snacks",422,49.8,88.2,18.4,5.4,41.5,251,232,"Lunch",426
6843fa227fe66773fab34563,"Water","Beverages",437,12.2,74.5,27.2,4.2,48.5,497,269,"Lunch",407
6843fa227fe66773fab34564,"Green Tea","Beverages",209,36.2,52.1,40.4,0.5,47.1,554,287,"Snack",670
6843fa227fe66773fab34565,"Spinach","Vegetables",136,7.6,59.2,7.3,2.1,6.8,814,19,"Snack",699
6843fa227fe66773fab34566,"Water","Beverages",470,34.6,44.8,43.9,1.2,36.1,935,109,"Breakfast",351
6843fa227fe66773fab34567,"Milk","Dairy",452,47,78.4,10.3,5.6,43,408,81,"Dinner",600
6843fa227fe66773fab34568,"Strawberry","Fruits",370,38.5,29.3,35.4,6.5,13.3,267,129,"Lunch",630
